lugar,texto,calificacion,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
Catarata Río Fortuna,"Stunning waterfall in which you can also swim and refresh yourself in the river (more relaxing) or at the base of the waterfall (with care). To get to the water you have to pass through rocks, so water shoes or sandals are recommended. At the entrance there are restroom and changing facilities, including showers. The 500 steps to get in and out in my opinion were not as challenging as other people are saying, but probably it is quite subjective.
I visited as part of a guided tour but I don't recommend it, as I would have liked to have more time to enjoy at my own pace. The only advantage is to have someone looking at your stuff. I saw people leaving backpacks and bags around but I don't know whether it is safe or not.",5.0,parque,google_maps,en,"Impresionante cascada en la que también podrás nadar y refrescarte en el río (más relajante) o en la base de la cascada (con cuidado). Para llegar al agua hay que pasar entre rocas, por lo que se recomienda calzado o sandalias para el agua. En la entrada hay baños y vestuarios, incluidas duchas. En mi opinión, los 500 escalones para entrar y salir no fueron tan desafiantes como otras personas dicen, pero probablemente sea bastante subjetivo.
Lo visité como parte de una visita guiada pero no lo recomiendo, ya que me hubiera gustado tener más tiempo para disfrutar a mi propio ritmo. La única ventaja es que alguien mire tus cosas. Vi gente dejando mochilas y bolsos por ahí pero no sé si es seguro o no.",
Catarata Río Fortuna,Several stairs down but worth every step,5.0,parque,google_maps,en,Bajando varias escaleras pero vale la pena cada paso.,
Corcovado National Park,"Our Corcovado National Park tour was an absolute dream come true! The sheer biodiversity and natural beauty of this place is simply mind-blowing. From the moment we stepped foot in the park, we were in awe!

Our guide, Eduardo, was exceptional. His deep knowledge of the park's animals, coupled with his passion for nature, made the experience very special. He had a knack for spotting wildlife, and we were fortunate enough to witness some incredible sights: pumas, toucans, monkeys, dolphins, and much more.

If you're looking for an unforgettable adventure in Costa Rica, I highly recommend this Corcovado tour. With Eduardo as your guide, you're in for an extraordinary experience.",5.0,parque,google_maps,en,"¡Nuestro recorrido por el Parque Nacional Corcovado fue un sueño absoluto hecho realidad! La pura biodiversidad y la belleza natural de este lugar es simplemente alucinante. Desde el momento en que pusimos un pie en el parque, ¡quedamos asombrados!

Nuestro guía, Eduardo, fue excepcional. Su profundo conocimiento de los animales del parque, sumado a su pasión por la naturaleza, hicieron que la experiencia fuera muy especial. Tenía una habilidad especial para observar la vida silvestre y tuvimos la suerte de presenciar algunas vistas increíbles: pumas, tucanes, monos, delfines y mucho más.

Si está buscando una aventura inolvidable en Costa Rica, le recomiendo este tour al Corcovado. Con Eduardo como guía, vivirás una experiencia extraordinaria.",
Corcovado National Park,"The tour of the Corcovado Reserve was great, the guide Eduardo was professional, with a lot of knowledge and determination to find animals for us, and we were indeed able to see a puma about 10 meters away from us. There was attention to every detail and to everyone.",5.0,parque,google_maps,en,"El recorrido por la Reserva Corcovado fue genial, el guía Eduardo fue profesional, con mucho conocimiento y determinación para encontrar animales para nosotros, y efectivamente pudimos ver un puma a unos 10 metros de nosotros. Hubo atención a cada detalle y a todos.",
Corcovado National Park,Amazing slice of natural beauty. Great place to see wildlife and bask in the beauty of the rainforest. It is a healthy second growth forest and contains many species of flora and fauna.,5.0,parque,google_maps,en,Increíble porción de belleza natural. Gran lugar para ver la vida silvestre y disfrutar de la belleza de la selva tropical. Es un bosque de segundo crecimiento saludable y contiene muchas especies de flora y fauna.,
Corcovado National Park,"Wonderful place ! A little place of paradise where the nature stay wild.

Being accompanied with a guide is a must !  We did it with Bahia tour and it was great 🤩 Our guide, Andres, was speaking English perfectly and got the perfect knowledge of the animals and plants",5.0,parque,google_maps,en,"¡Maravilloso lugar! Un pequeño lugar paradisíaco donde la naturaleza permanece salvaje.

¡Ir acompañado de un guía es imprescindible!  Lo hicimos con el tour de Bahía y fue genial. Nuestro guía, Andrés, hablaba inglés perfectamente y obtuvo un conocimiento perfecto de los animales y las plantas.",
Corcovado National Park,"Nos lluvio un poquito, pero vimos muchos animales y disfrutamos del paseo con alguna aventura y algún toque de adrenalina.",5.0,parque,google_maps,es,"Nos lluvio un poquito, pero vimos muchos animales y disfrutamos del paseo con alguna aventura y algún toque de adrenalina.",
Corcovado National Park,Lieu mythique pour les amateurs d' animaux. Abondance d' animaux et entre d'animaux plus rares tels les tapis et les jaguars,5.0,parque,google_maps,fr,Lugar mítico para los amantes de los animales. Abundancia de animales y animales más raros como alfombras y jaguares.,
Corcovado National Park,Magical place!,5.0,parque,google_maps,unknown,Magical place!,
Corcovado National Park,"Der Park an sich sowie die Strände sind traumhaft schön. So viel Natur auf einem Raum. Die Tour war gut geplant und wir haben sehr viele Tiere gesehen. (Schildkröten , Wale , eine Schlange , Affen , Ameisen , ein Tapir und sehr viele Vögel) Unser Tour Guide war cool drauf und für jedes Späßchen zu haben.

Man wird mit einem Boot abgeholt. Wer Seekrank ist oder Angst vor Wasser hat sollte dies vorher bedenken , weil man wird aufjedenfall nass. Auch im Park sind die Wege sehr matschig deshalb eignen sich am besten Gummistiefel.

Zum Schluss gab es noch ein leckeres Mittag/Abendessen in einem Restaurant.

Ich würde die Tour jedem weiterempfehlen.",5.0,parque,google_maps,de,"El parque en sí y las playas son increíblemente hermosos. Tanta naturaleza en un solo espacio. El recorrido estuvo bien planificado y vimos muchos animales. (Tortugas, ballenas, una serpiente, monos, hormigas, un tapir y muchas aves) Nuestro guía turístico fue genial y estaba dispuesto a cualquier broma.

Un barco lo recogerá. Si te mareas o tienes miedo al agua, debes considerar esto de antemano porque definitivamente te mojarás. Los caminos del parque también están muy embarrados, por lo que lo mejor es usar botas de goma.

Finalmente, hubo un delicioso almuerzo/cena en un restaurante.

Recomendaría el tour a todos.",
Monteverde Country Lodge,"Really nice, quaint, older hotel. Well kept, just older. Rooms were nice and clean, but you gotta get up early if you want a hot shower. Hotel Restaurant food was really good. Location is about a 10-15 minute walk to a small shopping center, restaurants at the shopping center as well as all around the lodge. Restaurant prices are about the same as U.S. prices. Best part of Lodge was excellent service from the staff.",4.0,alojamiento,google_maps,en,"Hotel realmente bonito, pintoresco y antiguo. Bien conservado, sólo que más viejo. Las habitaciones eran bonitas y limpias, pero tienes que levantarte temprano si quieres una ducha caliente. La comida del restaurante del hotel era realmente buena. La ubicación está a unos 10-15 minutos a pie de un pequeño centro comercial, de restaurantes en el centro comercial y de todo el albergue. Los precios de los restaurantes son aproximadamente los mismos que los de Estados Unidos. Lo mejor del Lodge fue el excelente servicio del personal.",
Monteverde Country Lodge,The lobby set my expectations too high. No AC but was not needed as it was cool night and very windy area. My room was musty smelling and ants on sink and crawling on me in bed. Dirty toilet and would not even use shower. Thankfully it was only one night.,2.0,alojamiento,google_maps,en,"El vestíbulo puso mis expectativas demasiado altas. No había aire acondicionado, pero no era necesario ya que era una noche fresca y una zona con mucho viento. Mi habitación olía a humedad y había hormigas en el lavabo y arrastrándose sobre mí en la cama. Inodoro sucio y ni siquiera usaba la ducha. Afortunadamente fue sólo una noche.",
Monteverde Country Lodge,"Besonderer Ort, super Service, etwas außerhalb.",5.0,alojamiento,google_maps,de,"Lugar especial, gran servicio, justo afuera.",
Monteverde Country Lodge,"We stayed two nights at Monteverde Country Lodge. Nice hotel area, consisting of several independent villages with rooms. The room was quite small, but the space was enough for two people, since you are away on activities, the time in the room is not that long. The bed is small for two, but there was also a sofa bed. For the pool you need to go to the sister hotel, which we did not do. Nice and cheerful staff. Breakfast ok, nothing more. We had a dinner and it was good, a pizza and a starter were enough to share. Walking distance to several restaurants, small shops and the center. Note! Height differences, so expect uphills, good for the pedometer :-)",5.0,alojamiento,google_maps,en,"Nos alojamos dos noches en Monteverde Country Lodge. Bonita zona hotelera, formada por varios pueblos independientes con habitaciones. La habitación era bastante pequeña, pero el espacio era suficiente para dos personas, ya que estás fuera por actividades, el tiempo en la habitación no es tan largo. La cama es pequeña para dos personas, pero también había un sofá cama. Para la piscina hay que ir al hotel hermano, cosa que nosotros no hicimos. Personal agradable y alegre. Desayuno bien, nada más. Cenamos y estuvo bien, una pizza y un entrante fueron suficientes para compartir. A poca distancia de varios restaurantes, pequeñas tiendas y del centro. ¡Nota! Diferencias de altura, así que espere subidas, bueno para el podómetro :-)",
Monteverde Country Lodge,Super freundliche und hilfsbereite Mitarbeiter.|Sehr gepflegte Anlage mit tierischem Besuch.|Immer sehr sauber.|Leider (oder auch gut)  etwas außerhalb ( ca.400m).|Taxi fährt für 5 Dollar zum nächsten Restaurant.|Eigenes Restaurant auch sehr gut.,,alojamiento,google_maps,de,El personal es muy amable y servicial.|Instalaciones muy bien cuidadas con visitantes de animales.|Siempre muy limpio.|Desafortunadamente (o quizás bien) un poco afuera (aprox. 400 m).|El taxi va al siguiente restaurante por 5 dólares.|El restaurante propio también es muy bueno.,
Monteverde Country Lodge,"Happy our bij dit hotel! Met een wijntje van 16 dollar 😂

Dit hotel is knettergek. Nooit meer en adviseer het niet aan.",1.0,alojamiento,google_maps,nl,"¡Feliz nuestro en este hotel! Con una copa de vino de 16 dólares 

Este hotel es una locura. Nunca más y no lo recomiendo.",😂
Monteverde Country Lodge,"This is a fine place to stay. The staff are cheerful and helpful. The restaurant is fine for dinner. Breakfast is only ok, with poor cereal options.
The room was adequate, with enough room for our stuff and a porch on which to sit, but it was horribly windy the whole time.
The location is down a fairly steep hill from the main road, but within easy walk to the Butterfly Garden and some nature reserves. It is a huge, steep hill down and up to town and other places to eat. We are one night at the restaurant right across the street, which was nice as well.",4.0,alojamiento,google_maps,en,"Este es un buen lugar para quedarse. El personal es alegre y servicial. El restaurante está bien para cenar. El desayuno sólo está bien, con malas opciones de cereales.
La habitación era adecuada, con suficiente espacio para nuestras cosas y un porche para sentarse, pero hacía un viento terrible todo el tiempo.
La ubicación está al final de una colina bastante empinada desde la carretera principal, pero a poca distancia a pie del Jardín de Mariposas y de algunas reservas naturales. Es una colina enorme y empinada que baja y sube hasta la ciudad y otros lugares para comer. Pasamos una noche en el restaurante justo al otro lado de la calle, lo cual también estuvo bien.",
